grant_id,org_city,cruz,status,org_name,org_state,state_party,award_type,nsf_total_budget,usaspending_obligated,usaspending_outlaid,estimated_budget,estimated_outlays,estimated_remaining
2143677,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,562500,569000,434107.83,569000,434107.83,134892.16999999998
2143939,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,828400,NA,NA,828400,654241.2171507607,174158.7828492393
2143952,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,599999,599999,574582.94,599999,574582.94,25416.060000000056
2144466,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,497877,497877,257498.11,497877,257498.11,240378.89
2145630,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,408890,NA,NA,408890,259001.0082191781,149888.9917808219
2146492,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,529447,NA,NA,543447,307903.6701369863,235543.3298630137
2146577,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,500000,500000,144155.25,500000,144155.25,355844.75
2146581,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,593097,467748,154257.76,593097,154257.76,438839.24
2146838,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,1000000,NA,NA,1014000,824395.8904109589,189604.1095890411
2149551,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,393222,393222,393222,393222,393222,0
2149782,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,1704252,1286544,1057167.66,1704252,1057167.66,647084.3400000001
2151093,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,677961,NA,NA,689661,560703.8404109589,128957.15958904114
2152717,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,199999,NA,NA,199999,154245.80410958905,45753.19589041095
2152767,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,364346,364346,239816.12,364346,239816.12,124529.88
2152774,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,300000,NA,NA,300000,308493.1506849315,-8493.15068493149
2153254,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,409682,NA,NA,409682,315960.22739726026,93721.77260273974
2153758,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,275000,275000,265341.17,275000,265341.17,9658.830000000016
2153851,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,524324,524324,352075.19,524324,352075.19,172248.81
2153972,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,800000,800000,800000,800000,800000,0
2154578,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,315519,NA,NA,315519,243338.62602739726,72180.37397260274
2154590,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,1490994,1788921,1360408.29,1788921,1360408.29,428512.70999999996
2200390,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,287999,NA,NA,287999,296152.396347032,-8153.396347031987
2201645,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,440316,440316,384400.76,440316,384400.76,55915.23999999999
2202585,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,318850,318850,203983.85,318850,203983.85,114866.15
2202743,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,487779,NA,NA,487779,376191.201369863,111587.798630137
2203366,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,555000,NA,NA,555000,539287.6712328767,15712.328767123283
2203519,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,750000,750000,329759.63,750000,329759.63,420240.37
2204263,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,600000,635000,614879.41,635000,614879.41,20120.589999999967
2205100,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,395272,395272,212551.52,395272,212551.52,182720.48
2205441,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,1200000,1200000,503320.4,1200000,503320.4,696679.6
2205900,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,269690,NA,NA,269690,196541.20547945207,73148.79452054793
2207985,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,472639,472639,467825.48,472639,467825.48,4813.520000000019
2208272,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,280000,NA,NA,280000,204054.79452054793,75945.20547945207
2209605,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,1249826,NA,NA,1249826,934344.3333333334,315481.6666666666
2209700,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,840000,840000,695396.5,840000,695396.5,144603.5
2209782,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,340003,NA,NA,364003,326559.1838111298,37443.81618887017
2210316,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,552302,NA,NA,552302,552302,0
2211146,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,499998,499998,491400.55,499998,491400.55,8597.450000000012
2211301,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,799126,813126,544536.21,813126,544536.21,268589.79000000004
2211557,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,1200000,1200000,1015776.24,1200000,1015776.24,184223.76
2212520,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,400000,NA,NA,400000,283287.6712328767,116712.32876712328
2212981,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,348878,NA,NA,348878,269066.1835616438,79811.81643835618
2213600,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,795301,795301,412546.79,795301,412546.79,382754.21
2213703,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,269022,269022,104713.45,269022,104713.45,164308.55
2213843,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,200000,NA,NA,215000,156684.9315068493,58315.0684931507
2214017,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,550000,NA,NA,550000,400821.91780821915,149178.08219178085
2214631,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,360000,360000,360000,360000,360000,0
2214697,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,741498,741498,662103.27,741498,662103.27,79394.72999999998
2216386,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,299999,NA,NA,299999,283286.72694063926,16712.27305936074
2217033,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,948911,852940,365580.02,948911,365580.02,583330.98
2219946,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,447262,447262,396385.16,447262,396385.16,50876.840000000026
2220232,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,600000,600000,440352.37,600000,440352.37,159647.63
2220295,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,230352,230352,127251.49,230352,127251.49,103100.51
2220450,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,599999,NA,NA,599999,583012.7269406393,16986.273059360683
2220891,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,349999,349999,119956.83,349999,119956.83,230042.16999999998
2220968,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,432824,432824,312218.7,432824,312218.7,120605.29999999999
2221453,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,1800000,NA,NA,1800000,1749041.095890411,50958.90410958906
2221772,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,380500,380500,220928.32,380500,220928.32,159571.68
2221871,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,600000,614000,531617.95,614000,531617.95,82382.05000000005
2223935,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,564286,564286,357509.2,564286,357509.2,206776.8
2224108,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,587299,587299,326156.49,587299,326156.49,261142.51
2224322,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,392690,392690,37981.23,392690,37981.23,354708.77
2225122,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,111880,111880,109623.16,111880,109623.16,2256.8399999999965
2225258,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,349912,349912,185530.5,349912,185530.5,164381.5
2225947,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,476137,NA,NA,476137,357102.75,119034.25
2227241,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,306081,320081,58806.78,320081,58806.78,261274.22
2228982,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,300000,330000,249782.9,330000,249782.9,80217.1
2229560,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,750000,805000,782767.73,805000,782767.73,22232.27000000002
2229566,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,598184,598184,499906.17,598184,499906.17,98277.83000000002
2230125,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,997739,997739,450240.94,997739,450240.94,547498.06
2230828,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,380707,380707,0,380707,0,380707
2230861,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,480484,NA,NA,480484,360363,120121
2231097,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,1318607,NA,NA,1318607,933862.7657534246,384744.2342465754
2232581,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,707741,707741,237325.28,707741,237325.28,470415.72
2232606,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,1871753,1871753,609617.95,1871753,609617.95,1262135.05
2232794,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,641180,393454,233273.11,641180,233273.11,407906.89
2235012,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,960327,960327,314262.56,960327,314262.56,646064.44
2235461,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,1000000,NA,NA,1000000,537344.398340249,462655.60165975103
2236854,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,549227,NA,NA,549227,228894.71358159912,320332.2864184009
2238245,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,577041,NA,NA,577041,211413.15936473166,365627.84063526837
2238338,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,890336,582884,74055.14,890336,74055.14,816280.86
2240098,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,916998,776213,36527.74,916998,36527.74,880470.26
2240140,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,694577,458168,301320.87,694577,301320.87,393256.13
2240756,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,45532,45532,24992.05,45532,24992.05,20539.95
2241754,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,506356,506356,385697.11,506356,385697.11,120658.89000000001
2242581,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,779475,779475,275704.62,779475,275704.62,503770.38
2242767,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,399933,399933,148667.65,399933,148667.65,251265.35
2243697,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,584997,584997,276298.33,584997,276298.33,308698.67
2244760,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,585874,601874,198340.7,601874,198340.7,403533.3
2245253,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,499193,499193,191425.38,499193,191425.38,307767.62
2246355,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,399996,415996,303637.55,415996,303637.55,112358.45000000001
2246394,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,500000,NA,NA,500000,515453.63908275176,-15453.63908275176
2246598,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,360000,360000,4798.01,360000,4798.01,355201.99
2246856,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,579743,579743,553852.41,579743,553852.41,25890.589999999967
2246904,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,575000,575000,398597.57,575000,398597.57,176402.43
2246905,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,360000,360000,174621.93,360000,174621.93,185378.07
2247005,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,267114,267114,201519.88,267114,201519.88,65594.12
2247007,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,444647,NA,NA,444647,419876.7105022831,24770.289497716876
2247034,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,523629,523629,69258.73,523629,69258.73,454370.27
2247255,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,376028,376028,181537.32,376028,181537.32,194490.68
2247426,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,900000,900000,582687.38,900000,582687.38,317312.62
2247583,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,525000,525000,156542.44,525000,156542.44,368457.56
2247677,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,348127,NA,NA,348127,230581.80573543016,117545.19426456984
2247760,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,229577,NA,NA,229577,152060.2516188714,77516.7483811286
2247795,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,300001,300001,80292.17,300001,80292.17,219708.83000000002
2302147,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,670000,NA,NA,670000,279227.8203723987,390772.1796276013
2302173,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,322539,322539,210924.28,322539,210924.28,111614.72
2303037,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,299938,NA,NA,299938,233376.41643835616,66561.58356164384
2303115,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,399971,399971,54716.88,399971,54716.88,345254.12
2303221,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,256011,256011,29678.56,256011,29678.56,226332.44
2303610,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,899544,NA,NA,899544,625162.5424657534,274381.4575342466
2305152,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,800000,NA,NA,800000,510684.9315068493,289315.0684931507
2305631,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,249999,249999,133368.56,249999,133368.56,116630.44
2307622,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,367885,NA,NA,367885,245256.66666666666,122628.33333333334
2308361,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,226078,NA,NA,226078,216477.42739726027,9600.572602739732
2309315,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,692351,692351,657846.74,692351,657846.74,34504.26000000001
2309364,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,641347,641347,297240.69,641347,297240.69,344106.31
2310364,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,654531,654531,452715.58,654531,452715.58,201815.41999999998
2312089,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,599856,NA,NA,614856,323992.6136986301,290863.3863013699
2312094,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,399999,399999,149468.95,399999,149468.95,250530.05
2312501,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,800000,800000,433036.91,800000,433036.91,366963.09
2312872,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,265000,284500,75143.39,284500,75143.39,209356.61
2312942,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,640000,640000,448470.98,640000,448470.98,191529.02000000002
2313083,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,630000,630000,395430.86,630000,395430.86,234569.14
2314618,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,8720,8720,6610,8720,6610,2110
2317180,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,50000,50000,49920.91,50000,49920.91,79.08999999999651
2317184,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,499999,499999,0,499999,0,499999
2317549,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,50000,50000,46679.29,50000,46679.29,3320.709999999999
2318469,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,599988,599988,122111.17,599988,122111.17,477876.83
2318736,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,750000,757500,413543.87,757500,413543.87,343956.13
2318817,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,100000,NA,NA,100000,63835.61643835616,36164.38356164384
2319552,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,45000,NA,NA,45000,28726.027397260274,16273.972602739726
2319593,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,199999,199999,81994.02,199999,81994.02,118004.98
2319901,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,121652,NA,NA,121652,83643.56423432683,38008.43576567317
2320178,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,250000,NA,NA,257500,171666.66666666666,85833.33333333334
2323105,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,490438,NA,NA,490438,370696.5584795322,119741.44152046781
2323113,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,300000,NA,NA,300000,183287.67123287672,116712.32876712328
2323343,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,332070,332070,95089.25,332070,95089.25,236980.75
2324326,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,1925614,1925614,673289.95,1925614,673289.95,1252324.05
2324943,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,520000,NA,NA,520000,317698.6301369863,202301.36986301368
2325121,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,673225,NA,NA,673225,429757.3287671233,243467.67123287672
2325369,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,924503,210006,210006,924503,210006,714497
2325840,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,402000,NA,NA,402000,245605.4794520548,156394.5205479452
2326840,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,1000001,1113265,792450.02,1113265,792450.02,320814.98
2328974,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,945000,851752,502794.48,945000,502794.48,442205.52
2329124,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,1957180,NA,NA,1957180,1195756.5479452056,761423.4520547944
2329192,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,446250,446250,141685.32,446250,141685.32,304564.68
2330831,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,600000,600000,332485.38,600000,332485.38,267514.62
2331033,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,234994,NA,NA,234994,227507.03802672148,7486.961973278521
2331842,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,536984,536984,223703.46,536984,223703.46,313280.54000000004
2331966,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,539999,539999,231744.19,539999,231744.19,308254.81
2332555,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,400000,400000,24790.93,400000,24790.93,375209.07
2333587,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,600000,NA,NA,600000,295282.14616096206,304717.85383903794
2333935,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,600000,600000,266276.3,600000,266276.3,333723.7
2333979,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,611942,NA,NA,611942,421525.2651321398,190416.7348678602
2334027,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,1200000,1200000,436256.84,1200000,436256.84,763743.1599999999
2336013,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,220100,NA,NA,220100,66995.70383912249,153104.2961608775
2337423,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,730000,NA,NA,730000,242888.48263254113,487111.5173674589
2338237,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,944511,944511,53394.87,944511,53394.87,891116.13
2338623,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,637515,265122,84815.38,637515,84815.38,552699.62
2339693,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,680000,NA,NA,680000,192635.61643835617,487364.38356164383
2339766,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,585544,NA,NA,585544,146305.78849315067,439238.21150684933
2339769,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,586614,245276,0,586614,0,586614
2340942,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,598777,453914,65436.52,598777,65436.52,533340.48
2341040,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,500000,NA,NA,500000,99726.02739726027,400273.9726027397
2342988,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,396832,NA,NA,396832,176289.17001828153,220542.82998171847
2343297,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,968823,968823,415638.93,968823,415638.93,553184.0700000001
2343357,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,374800,374800,184469.77,374800,184469.77,190330.23
2343997,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,1099440,1099440,396261.65,1099440,396261.65,703178.35
2344955,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,850000,850000,3084.15,850000,3084.15,846915.85
2345571,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,600000,600000,108595.95,600000,108595.95,491404.05
2345816,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,550000,550000,350421.52,550000,350421.52,199578.47999999998
2346267,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,1500000,1500000,445420.18,1500000,445420.18,1054579.82
2347850,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,753374,244222,193713.39,753374,193713.39,559660.61
2348113,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,341290,NA,NA,341290,89924.95850622407,251365.04149377593
2348633,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,421000,NA,NA,421000,152006.39853747716,268993.60146252287
2348640,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,300000,281740,178294.97,300000,178294.97,121705.03
2349315,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,575000,630000,65121.98,630000,65121.98,564878.02
2349618,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,321665,321665,103250,321665,103250,218415
2400140,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,419448,419448,11488.05,419448,11488.05,407959.95
