grant_id,org_city,cruz,status,org_name,org_state,state_party,award_type,nsf_total_budget,usaspending_obligated,usaspending_outlaid,estimated_budget,estimated_outlays,estimated_remaining
2201796,PITTSBURGH,TRUE,❌ Terminated,Carnegie-Mellon University,PA,D,Continuing Grant,1051218,1083218,901981.05,1083218,901981.05,181236.94999999995
2315095,SAN ANTONIO,TRUE,❌ Terminated,University of Texas at San Antonio,TX,R,Continuing Grant,3641116,NA,NA,3641116,3641116,0
2236163,ALBUQUERQUE,TRUE,❌ Terminated,University of New Mexico,NM,D,Standard Grant,609429,609429,348712.21,609429,348712.21,260716.78999999998
2243822,BERKELEY,TRUE,🔄 Possibly Reinstated,University of California-Berkeley,CA,D,Standard Grant,3000000,NA,NA,3000000,1079408.543263965,1920591.456736035
2216648,STILLWATER,TRUE,❌ Terminated,Oklahoma State University,OK,R,Standard Grant,2719700,2719700,1547300.07,2719700,1547300.07,1172399.93
2411946,MOBILE,FALSE,❌ Terminated,University of South Alabama,AL,R,Continuing Grant,2746938,1130584,95640.57,2746938,95640.57,2651297.43
2317588,RENO,TRUE,❌ Terminated,"Board of Regents, NSHE, obo University of Nevada, Reno",NV,R,Standard Grant,96228,96228,76875.2,96228,76875.2,19352.800000000003
2329420,SEATTLE,TRUE,❌ Terminated,University of Washington,WA,D,Standard Grant,44360,44360,44251.65,44360,44251.65,108.34999999999854
2131508,COLLEGE PARK,FALSE,❌ Terminated,"University of Maryland, College Park",MD,D,Standard Grant,780000,780000,704140.47,780000,704140.47,75859.53000000003
2201809,MINNEAPOLIS,TRUE,❌ Terminated,University of Minnesota-Twin Cities,MN,D,Continuing Grant,387605,387605,282111.67,387605,282111.67,105493.33000000002
2233683,DAVIS,TRUE,🔄 Possibly Reinstated,University of California-Davis,CA,D,Standard Grant,399048,NA,NA,399048,237361.57631822387,161686.42368177613
2121851,FARGO,FALSE,❌ Terminated,North Dakota State University Fargo,ND,R,Standard Grant,737487,737487,574112.13,737487,574112.13,163374.87
2309308,SAN JOSE,TRUE,❌ Terminated,San Jose State University Foundation,CA,D,Continuing Grant,57342,NA,NA,57939,57939,0
2317780,COLUMBIA,TRUE,❌ Terminated,University of South Carolina at Columbia,SC,R,Standard Grant,399997,399997,174016.46,399997,174016.46,225980.54
2201486,LINCOLN,TRUE,❌ Terminated,University of Nebraska-Lincoln,NE,R,Continuing Grant,1500000,NA,NA,1500000,1500000,0
2224593,EVANSTON,TRUE,❌ Terminated,Northwestern University,IL,D,Standard Grant,1034751,1034751,263683.66,1034751,263683.66,771067.3400000001
2222234,EAST LANSING,TRUE,❌ Terminated,Michigan State University,MI,D,Standard Grant,2230181,2230181,1719871.07,2230181,1719871.07,510309.92999999993
2154123,SALT LAKE CITY,FALSE,❌ Terminated,University of Utah,UT,R,Standard Grant,441200,441200,114726.99,441200,114726.99,326473.01
2225567,LEXINGTON,TRUE,❌ Terminated,University of Kentucky Research Foundation,KY,D,Standard Grant,349591,349591,208566.57,349591,208566.57,141024.43
2228216,IRVINE,TRUE,🔄 Possibly Reinstated,University of California-Irvine,CA,D,Continuing Grant,7500000,NA,NA,7500000,3443835.616438356,4056164.383561644
2224675,AUSTIN,TRUE,❌ Terminated,University of Texas at Austin,TX,R,Continuing Grant,1750171,NA,NA,1750171,1750171,0
2140647,SAN ANTONIO,TRUE,❌ Terminated,University of Texas at San Antonio,TX,R,Standard Grant,119324,NA,NA,119324,119324,0
2305330,SAN FRANCISCO,TRUE,🔄 Possibly Reinstated,University of California-San Francisco,CA,D,Continuing Grant,1250000,834384,460599.28,1250000,460599.28,789400.72
2236374,TEMPE,TRUE,❌ Terminated,Arizona State University,AZ,D,Standard Grant,590387,NA,NA,590387,590387,0
2235130,NEW YORK,TRUE,❌ Terminated,Columbia University,NY,D,Standard Grant,704044,704044,685401.72,704044,685401.72,18642.280000000028
2200838,PLUMMER,TRUE,❌ Terminated,Coeur d' Alene Tribe,ID,R,Continuing Grant,2795365,2091864,812415.8,2795365,812415.8,1982949.2
2216826,SAINT PAUL,TRUE,❌ Terminated,St. Catherine University,MN,D,Standard Grant,75000,NA,NA,75000,75000,0
2146983,BETHLEHEM,FALSE,❌ Terminated,Lehigh University,PA,D,Standard Grant,360047,367047,247543.4,367047,247543.4,119503.6
2240343,ANN ARBOR,TRUE,❌ Terminated,Regents of the University of Michigan - Ann Arbor,MI,D,Standard Grant,15598,15598,9783.98,15598,9783.98,5814.02
2204540,KENT,TRUE,❌ Terminated,Kent State University,OH,R,Standard Grant,300000,300000,280568.61,300000,280568.61,19431.390000000014
2314917,COLUMBIA,TRUE,❌ Terminated,University of South Carolina at Columbia,SC,R,Standard Grant,375552,375552,175985.62,375552,175985.62,199566.38
2152441,CINCINNATI,TRUE,❌ Terminated,University of Cincinnati Main Campus,OH,R,Standard Grant,349936,NA,NA,349936,349936,0
2301115,SAN ANTONIO,TRUE,❌ Terminated,University of Texas at San Antonio,TX,R,Continuing Grant,345353,158787,0,345353,0,345353
2313996,RALEIGH,TRUE,❌ Terminated,North Carolina State University,NC,D,Continuing Grant,1999449,1123487,513828.62,1999449,513828.62,1485620.38
2233694,WEST CHESTER,TRUE,❌ Terminated,West Chester University of Pennsylvania,PA,D,Standard Grant,390382,390382,206074.3,390382,206074.3,184307.7
2223907,NEWPORT NEWS,TRUE,❌ Terminated,Christopher Newport University,VA,R,Standard Grant,287877,NA,NA,287877,287877,0
2224674,FAIRFAX,TRUE,❌ Terminated,George Mason University,VA,R,Continuing Grant,753640,439380,201434.25,753640,201434.25,552205.75
2214203,STANFORD,FALSE,❌ Terminated,Stanford University,CA,D,Standard Grant,549926,549926,381406.04,549926,381406.04,168519.96000000002
2317570,PASADENA,TRUE,🔄 Possibly Reinstated,American Institute of Mathematics,CA,D,Continuing Grant,219726,NA,NA,219726,94913.60547945206,124812.39452054794
2150922,ROCHESTER,TRUE,❌ Terminated,University of Rochester,NY,D,Continuing Grant,2999914,2047099,1849182.71,2999914,1849182.71,1150731.29
2222482,PHILADELPHIA,TRUE,❌ Terminated,Drexel University,PA,D,Standard Grant,300000,300000,239398.9,300000,239398.9,60601.100000000006
2315868,NEW YORK,TRUE,❌ Terminated,New York University,NY,D,Standard Grant,153472,NA,NA,153472,153472,0
2221995,SAN ANTONIO,TRUE,❌ Terminated,University of Texas at San Antonio,TX,R,Standard Grant,92335,92335,16614.44,92335,16614.44,75720.56
2242927,CHICAGO,TRUE,❌ Terminated,University of Illinois at Chicago,IL,D,Standard Grant,500000,500000,242121.68,500000,242121.68,257878.32
2241070,SYRACUSE,FALSE,🔄 Possibly Reinstated,Syracuse University,NY,D,Standard Grant,220000,NA,NA,220000,156511.41552511416,63488.584474885836
2329570,ATLANTA,TRUE,❌ Terminated,"Georgia State University Research Foundation, Inc.",GA,R,Standard Grant,1207522,1207522,290470.63,1207522,290470.63,917051.37
2243109,CHICAGO,TRUE,❌ Terminated,University of Illinois at Chicago,IL,D,Continuing Grant,2889959,2781881,886476.67,2889959,886476.67,2003482.33
2411129,EAST LANSING,FALSE,❌ Terminated,Michigan State University,MI,D,Continuing Grant,2804056,1736866,175814.77,2804056,175814.77,2628241.23
2237461,WEST LAFAYETTE,TRUE,❌ Terminated,Purdue University,IN,R,Continuing Grant,936983,NA,NA,936983,936983,0
2315869,LAS VEGAS,TRUE,❌ Terminated,University of Nevada Las Vegas,NV,R,Standard Grant,211470,NA,NA,211470,211470,0
2334206,FAYETTEVILLE,TRUE,❌ Terminated,University of Arkansas,AR,R,Standard Grant,71250,NA,NA,71250,71250,0
2309307,ROCHESTER,TRUE,❌ Terminated,Rochester Institute of Tech,NY,D,Continuing Grant,288080,NA,NA,288080,288080,0
2233699,SEATTLE,TRUE,❌ Terminated,Coastal and Estuarine Research Federation,WA,D,Standard Grant,1736883,1736883,870650.9,1736883,870650.9,866232.1
2425826,Boulder,FALSE,❌ Terminated,University of Colorado at Boulder,CO,D,Standard Grant,268428,268428,557.44,268428,557.44,267870.56
2327488,AUBURN,TRUE,❌ Terminated,Auburn University,AL,R,Standard Grant,283448,283448,156601.97,283448,156601.97,126846.03
2204537,ROLLA,TRUE,❌ Terminated,Missouri University of Science and Technology,MO,R,Standard Grant,1000000,NA,NA,1000000,1000000,0
2225095,FORT COLLINS,TRUE,❌ Terminated,Colorado State University,CO,D,Standard Grant,346658,346658,213770.38,346658,213770.38,132887.62
2321243,EDWARDSVILLE,TRUE,❌ Terminated,Southern Illinois University at Edwardsville,IL,D,Standard Grant,340528,340528,137506.82,340528,137506.82,203021.18
2329538,CLEMSON,TRUE,❌ Terminated,Clemson University,SC,R,Standard Grant,1249729,NA,NA,1444001,1444001,0
2306265,ATLANTA,TRUE,❌ Terminated,Georgia Tech Research Corporation,GA,R,Standard Grant,245079,NA,NA,245079,245079,0
2233787,BELLINGHAM,TRUE,❌ Terminated,Western Washington University,WA,D,Standard Grant,1203675,NA,NA,1203675,1203675,0
2228173,NEW YORK,TRUE,❌ Terminated,Columbia University,NY,D,Continuing Grant,7339241,NA,NA,7339241,7339241,0
2145783,Boulder,FALSE,❌ Terminated,University of Colorado at Boulder,CO,D,Continuing Grant,569911,458019,438771.72,569911,438771.72,131139.28000000003
2323037,BOULDER,TRUE,❌ Terminated,"The Geological Society of America, Inc.",CO,D,Standard Grant,895841,895841,267395.14,895841,267395.14,628445.86
2301964,TEMPE,TRUE,❌ Terminated,Arizona State University,AZ,D,Standard Grant,250000,NA,NA,250000,250000,0
2338556,TUCSON,TRUE,❌ Terminated,University of Arizona,AZ,D,Standard Grant,550254,NA,NA,550254,550254,0
2204380,Boulder,TRUE,❌ Terminated,University of Colorado at Boulder,CO,D,Continuing Grant,1249271,NA,NA,1249271,1249271,0
2320884,WASHINGTON,TRUE,❌ Terminated,National Academy of Sciences,DC,,Continuing Grant,500000,NA,NA,500000,500000,0
2215409,PORTLAND,TRUE,❌ Terminated,Portland State University,OR,D,Standard Grant,399876,NA,NA,399876,399876,0
2305370,NEW YORK,TRUE,❌ Terminated,New York University,NY,D,Standard Grant,1250000,1250000,557287.05,1250000,557287.05,692712.95
2315024,COLUMBUS,TRUE,❌ Terminated,"OHIO STATE UNIVERSITY, THE",OH,R,Standard Grant,378441,378441,67845.35,378441,67845.35,310595.65
2214215,LOS ANGELES,FALSE,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,327276,NA,NA,327276,221126.3153526971,106149.6846473029
2327314,DURHAM,TRUE,❌ Terminated,University of New Hampshire,NH,R,Standard Grant,332246,332246,89535.24,332246,89535.24,242710.76
2230683,WASHINGTON,FALSE,❌ Terminated,George Washington University,DC,,Cooperative Agreement,5000000,NA,NA,5000000,5000000,0
2210842,IRVINE,TRUE,🔄 Possibly Reinstated,University of California-Irvine,CA,D,Standard Grant,90626,90626,36596.6,90626,36596.6,54029.4
2224248,NEW YORK,TRUE,❌ Terminated,New York University,NY,D,Standard Grant,510464,NA,NA,510464,510464,0
2404719,Seattle,FALSE,❌ Terminated,University of Washington,WA,D,Fellowship Award,160000,160000,80000,160000,80000,80000
2239194,COLLEGE PARK,FALSE,❌ Terminated,"University of Maryland, College Park",MD,D,Continuing Grant,603502,429788,218222.83,603502,218222.83,385279.17000000004
2201466,ANN ARBOR,TRUE,❌ Terminated,Regents of the University of Michigan - Ann Arbor,MI,D,Standard Grant,641684,NA,NA,641684,643689.2625,-2005.2624999999534
2247959,MEDFORD,TRUE,❌ Terminated,Tufts University,MA,D,Standard Grant,599999,599999,281812.07,599999,281812.07,318186.93
2119573,LOGAN,FALSE,❌ Terminated,Utah State University,UT,R,Standard Grant,582983,582983,480565.27,582983,480565.27,102417.72999999998
2139096,TUCSON,FALSE,❌ Terminated,University of Arizona,AZ,D,Standard Grant,454335,NA,NA,454335,454335,0
2317747,PITTSBURGH,TRUE,❌ Terminated,University of Pittsburgh,PA,D,Continuing Grant,999801,NA,NA,999801,999801,0
2337293,LINCOLN,TRUE,❌ Terminated,University of Nebraska-Lincoln,NE,R,Continuing Grant,660000,446388,71100.36,660000,71100.36,588899.64
2405217,SAN FRANCISCO,FALSE,❌ Terminated,WestEd,CA,D,Standard Grant,100000,NA,NA,100000,100000,0
2404781,Seattle,FALSE,❌ Terminated,University of Washington,WA,D,Fellowship Award,160000,160000,0,160000,0,160000
2427641,TEMPE,FALSE,❌ Terminated,Arizona State University,AZ,D,Standard Grant,75000,75000,0,75000,0,75000
2215382,CAMBRIDGE,TRUE,❌ Terminated,TERC Inc,MA,D,Continuing Grant,2997821,2601763,1305500,2997821,1305500,1692321
2325090,WEST LAFAYETTE,FALSE,❌ Terminated,Purdue University,IN,R,Standard Grant,50000,NA,NA,50000,50000,0
2120673,HUNTINGDON,FALSE,❌ Terminated,Juniata College,PA,D,Standard Grant,499668,499668,183552.72,499668,183552.72,316115.28
2335901,COLLEGE STATION,FALSE,❌ Terminated,The Texas A&M University System HSC,TX,R,Continuing Grant,467186,NA,NA,467186,467186,0
2415667,LINCOLN,FALSE,❌ Terminated,University of Nebraska-Lincoln,NE,R,Continuing Grant,1999341,NA,NA,1999341,1999341,0
2149798,BALTIMORE,FALSE,❌ Terminated,Johns Hopkins University,MD,D,Continuing Grant,874999,499653,319313.88,874999,319313.88,555685.12
2055382,NEW YORK,FALSE,❌ Terminated,New York University,NY,D,Continuing Grant,767844,767844,744428.41,767844,744428.41,23415.589999999967
2418051,SAINT PAUL,FALSE,❌ Terminated,St. Catherine University,MN,D,Standard Grant,499249,499249,5027.47,499249,5027.47,494221.53
2411738,RALEIGH,FALSE,🔄 Possibly Reinstated,North Carolina State University,NC,D,Continuing Grant,1040523,NA,NA,1040523,159748.34439834024,880774.6556016598
2315876,WEST LAFAYETTE,TRUE,❌ Terminated,Purdue University,IN,R,Standard Grant,150968,150968,44730.47,150968,44730.47,106237.53
2147839,MINNEAPOLIS,TRUE,❌ Terminated,University of Minnesota-Twin Cities,MN,D,Standard Grant,1143464,1143464,535202.54,1143464,535202.54,608261.46
2405633,SAN FRANCISCO,FALSE,❌ Terminated,San Francisco State University,CA,D,Continuing Grant,1396551,NA,NA,1396551,1396551,0
2147011,IRVINE,TRUE,🔄 Possibly Reinstated,University of California-Irvine,CA,D,Continuing Grant,511230,511230,388007.51,511230,388007.51,123222.48999999999
2341740,WEST LAFAYETTE,FALSE,❌ Terminated,Purdue University,IN,R,Continuing Grant,146489,86800,41504.95,146489,41504.95,104984.05
2418349,ATHENS,FALSE,❌ Terminated,University of Georgia Research Foundation Inc,GA,R,Standard Grant,74971,74971,30826.96,74971,30826.96,44144.04
2050922,ROCKVILLE CENTRE,FALSE,❌ Terminated,MOLLOY UNIVERSITY,NY,D,Standard Grant,350745,350745,227591.51,350745,227591.51,123153.48999999999
2241576,BERKELEY,TRUE,🔄 Possibly Reinstated,University of California-Berkeley,CA,D,Standard Grant,1291633,NA,NA,1291633,710103.2566210045,581529.7433789955
2419037,LISLE,FALSE,❌ Terminated,Benedictine University,IL,D,Standard Grant,19992,NA,NA,19992,19992,0
2046081,SANTA BARBARA,FALSE,🔄 Possibly Reinstated,University of California-Santa Barbara,CA,D,Continuing Grant,750000,836786,626651.6,836786,626651.6,210134.40000000002
2404966,TEMPE,FALSE,❌ Terminated,Arizona State University,AZ,D,Continuing Grant,2311990,1012725,19369.75,2311990,19369.75,2292620.25
2224295,EAST LANSING,FALSE,❌ Terminated,Michigan State University,MI,D,Continuing Grant,1659658,NA,NA,1659658,1659658,0
2400502,DURHAM,FALSE,❌ Terminated,Family Health International,NC,D,Standard Grant,607573,NA,NA,607573,607573,0
2246607,ANN ARBOR,TRUE,❌ Terminated,Regents of the University of Michigan - Ann Arbor,MI,D,Standard Grant,1181311,NA,NA,1181311,1181311,0
2201101,CINCINNATI,TRUE,❌ Terminated,University of Cincinnati Main Campus,OH,R,Continuing Grant,381586,284914,145731.13,381586,145731.13,235854.87
2049130,HAYWARD,FALSE,❌ Terminated,"California State University, East Bay Foundation, Inc.",CA,D,Standard Grant,1496842,NA,NA,1496842,1496842,0
2333737,ATLANTA,TRUE,❌ Terminated,Georgia Tech Research Corporation,GA,R,Cooperative Agreement,1365875,NA,NA,1365875,1365875,0
2045505,ANN ARBOR,FALSE,❌ Terminated,Regents of the University of Michigan - Ann Arbor,MI,D,Continuing Grant,824665,NA,NA,824665,824665,0
2115160,GREENSBORO,FALSE,❌ Terminated,University of North Carolina Greensboro,NC,D,Continuing Grant,925733,925733,421173.73,925733,421173.73,504559.27
2047420,WEST LAFAYETTE,FALSE,❌ Terminated,Purdue University,IN,R,Continuing Grant,513506,513506,229677.22,513506,229677.22,283828.78
2140891,ATLANTA,FALSE,❌ Terminated,Georgia Tech Research Corporation,GA,R,Continuing Grant,1356072,822120,372576.31,1356072,372576.31,983495.69
2343306,CLEVELAND,TRUE,❌ Terminated,Case Western Reserve University,OH,R,Standard Grant,30731,30731,7775.66,30731,7775.66,22955.34
2418859,EAST LANSING,FALSE,❌ Terminated,Michigan State University,MI,D,Standard Grant,37460,NA,NA,37460,37460,0
2048985,CHAPEL HILL,FALSE,❌ Terminated,Horizon Research Inc,NC,D,Standard Grant,652003,737186,645915.81,737186,645915.81,91270.18999999994
2128746,EUGENE,FALSE,❌ Terminated,University of Oregon Eugene,OR,D,Standard Grant,301994,301994,273387.25,301994,273387.25,28606.75
2114242,LOGAN,FALSE,❌ Terminated,Utah State University,UT,R,Standard Grant,200982,200982,199106.12,200982,199106.12,1875.8800000000047
2314089,NEW YORK,TRUE,❌ Terminated,"Teachers College, Columbia University",NY,D,Standard Grant,1638715,1737715,838183,1737715,838183,899532
2349503,CHARLOTTESVILLE,FALSE,❌ Terminated,University of Virginia Main Campus,VA,R,Continuing Grant,481232,320822,12767.39,481232,12767.39,468464.61
2055419,WILLIAMSBURG,FALSE,❌ Terminated,College of William and Mary,VA,R,Continuing Grant,482348,482348,190888.59,482348,190888.59,291459.41000000003
2448445,NASHVILLE,FALSE,❌ Terminated,Vanderbilt University,TN,R,Continuing Grant,1473336,338290,82771.55,1473336,82771.55,1390564.45
2422009,TEMPE,FALSE,❌ Terminated,Arizona State University,AZ,D,Standard Grant,249442,249442,2355,249442,2355,247087
2322496,BROOKLYN,TRUE,❌ Terminated,CUNY New York City College of Technology,NY,D,Cooperative Agreement,998665,NA,NA,998665,998665,0
2417387,BALTIMORE,FALSE,❌ Terminated,Johns Hopkins University,MD,D,Standard Grant,249998,249998,88572.89,249998,88572.89,161425.11
2101039,TEMPE,FALSE,❌ Terminated,Arizona State University,AZ,D,Continuing Grant,931058,931058,889905.87,931058,889905.87,41152.130000000005
2201103,WASHINGTON,TRUE,❌ Terminated,American Society For Engineering Education,DC,,Continuing Grant,178119,124241,21784.05,178119,21784.05,156334.95
2333790,WEST LAFAYETTE,TRUE,🔄 Possibly Reinstated,Purdue University,IN,R,Cooperative Agreement,1500000,1500000,534306.54,1500000,534306.54,965693.46
2316853,KNOXVILLE,TRUE,❌ Terminated,University of Tennessee Knoxville,TN,R,Continuing Grant,197978,197978,46671.55,197978,46671.55,151306.45
2415882,IRVINE,FALSE,🔄 Possibly Reinstated,University of California-Irvine,CA,D,Standard Grant,1380596,1380596,99478.04,1380596,99478.04,1281117.96
2338735,LAS VEGAS,FALSE,❌ Terminated,University of Nevada Las Vegas,NV,R,Continuing Grant,1331146,455036,9719.86,1331146,9719.86,1321426.14
2404540,NEW ORLEANS,,❌ Terminated,"ISEECHANGE, Inc.",LA,R,Cooperative Agreement,1000000,1199999,699999,1199999,699999,500000
2435089,TEMPE,FALSE,❌ Terminated,Arizona State University,AZ,D,Standard Grant,500000,500000,0,500000,0,500000
2047346,DENVER,FALSE,❌ Terminated,University of Denver,CO,D,Continuing Grant,489162,489162,390812.13,489162,390812.13,98349.87
2313869,Boulder,FALSE,❌ Terminated,University of Colorado at Boulder,CO,D,Standard Grant,1999998,1999998,535558.43,1999998,535558.43,1464439.5699999998
2433253,EVANSTON,FALSE,❌ Terminated,Northwestern University,IL,D,Standard Grant,593719,NA,NA,593719,593719,0
2450295,WEST LAFAYETTE,FALSE,❌ Terminated,Purdue University,IN,R,Standard Grant,350000,NA,NA,350000,350000,0
2426487,NEW BRUNSWICK,FALSE,❌ Terminated,Rutgers University New Brunswick,NJ,D,Standard Grant,99470,99470,98583.27,99470,98583.27,886.7299999999959
2115637,MILWAUKEE,FALSE,❌ Terminated,University of Wisconsin-Milwaukee,WI,D,Continuing Grant,2818705,2917641,2184161.38,2917641,2184161.38,733479.6200000001
2403846,BRUNSWICK,FALSE,❌ Terminated,Bowdoin College,ME,D,Standard Grant,70343,NA,NA,70343,70343,0
2115614,BERKELEY,FALSE,🔄 Possibly Reinstated,University of California-Berkeley,CA,D,Continuing Grant,1999250,NA,NA,1999250,1455003.5891772502,544246.4108227498
2201700,AMHERST,FALSE,❌ Terminated,"SageFox Consulting Group, LLC",MA,D,Continuing Grant,411214,NA,NA,411214,411214,0
2115621,WALTHAM,FALSE,❌ Terminated,Education Development Center,MA,D,Continuing Grant,2996309,NA,NA,2996309,2996309,0
2408912,LOS ANGELES,FALSE,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,275000,NA,NA,275000,74908.59232175503,200091.40767824498
2403845,MILWAUKEE,FALSE,❌ Terminated,University of Wisconsin-Milwaukee,WI,D,Standard Grant,85587,85587,0,85587,0,85587
2417884,EUGENE,FALSE,🔄 Possibly Reinstated,University of Oregon Eugene,OR,D,Standard Grant,2000000,2000000,24061,2000000,24061,1975939
2308600,WEST LAFAYETTE,TRUE,❌ Terminated,Purdue University,IN,R,Continuing Grant,365419,336877,53742.38,365419,53742.38,311676.62
2326588,CHARLOTTESVILLE,FALSE,❌ Terminated,University of Virginia Main Campus,VA,R,Continuing Grant,2296493,NA,NA,2296493,2296493,0
2348326,SWARTHMORE,FALSE,❌ Terminated,Swarthmore College,PA,D,Standard Grant,173053,173053,67149.73,173053,67149.73,105903.27
2215167,SOMERS,FALSE,❌ Terminated,COSMIC PICTURE DISTRIBUTION LLC,NY,D,Continuing Grant,2999757,NA,NA,2999757,2999757,0
2126575,SANTA BARBARA,FALSE,🔄 Possibly Reinstated,University of California-Santa Barbara,CA,D,Standard Grant,332963,332963,179287.23,332963,179287.23,153675.77
2436273,LANCASTER,FALSE,❌ Terminated,Franklin and Marshall College,PA,D,Standard Grant,199060,199060,1710.65,199060,1710.65,197349.35
2149995,PITTSBURGH,TRUE,❌ Terminated,Carnegie-Mellon University,PA,D,Continuing Grant,1303770,774777,653813.75,1303770,653813.75,649956.25
2110604,ROCKVILLE,FALSE,❌ Terminated,American Society For Cell Biology,MD,D,Continuing Grant,1534605,NA,NA,1534605,1534605,0
2215695,IRVINE,FALSE,🔄 Possibly Reinstated,University of California-Irvine,CA,D,Standard Grant,1548342,1548342,716732.23,1548342,716732.23,831609.77
2346905,MOBILE,FALSE,❌ Terminated,University of South Alabama,AL,R,Cooperative Agreement,850000,NA,NA,850000,850000,0
2115730,CAMBRIDGE,FALSE,❌ Terminated,"Young People's Project, Inc.",MA,D,Continuing Grant,2997873,NA,NA,2997873,2997873,0
2402390,ANN ARBOR,FALSE,❌ Terminated,Regents of the University of Michigan - Ann Arbor,MI,D,Standard Grant,998995,998995,0,998995,0,998995
2347360,SANTA CRUZ,FALSE,🔄 Possibly Reinstated,University of California-Santa Cruz,CA,D,Cooperative Agreement,999924,NA,NA,999924,262942.97777777776,736981.0222222223
2122232,MINNEAPOLIS,FALSE,❌ Terminated,HEALTHPARTNERS Institute,MN,D,Continuing Grant,995110,995110,810154.02,995110,810154.02,184955.97999999998
2406787,BOISE,FALSE,❌ Terminated,Boise State University,ID,R,Continuing Grant,1155902,NA,NA,1155902,1155902,0
2345739,EL PASO,FALSE,❌ Terminated,University of Texas at El Paso,TX,R,Standard Grant,2992878,2992878,83071.82,2992878,83071.82,2909806.18
2225209,ANN ARBOR,TRUE,❌ Terminated,Regents of the University of Michigan - Ann Arbor,MI,D,Standard Grant,330423,330423,227145.25,330423,227145.25,103277.75
2331874,ATHENS,TRUE,❌ Terminated,University of Georgia Research Foundation Inc,GA,R,Standard Grant,196799,NA,NA,196799,196799,0
2342438,PHILADELPHIA,FALSE,❌ Terminated,University of Pennsylvania,PA,D,Standard Grant,499943,499943,180429.3,499943,180429.3,319513.7
2317832,IRVINE,FALSE,🔄 Possibly Reinstated,University of California-Irvine,CA,D,Continuing Grant,2000000,NA,NA,2000000,783561.6438356164,1216438.3561643837
2414502,NEW YORK,FALSE,❌ Terminated,New York University,NY,D,Standard Grant,400000,NA,NA,400000,400000,0
2435115,EVANSTON,FALSE,❌ Terminated,Northwestern University,IL,D,Standard Grant,364801,310199,217956.17,364801,217956.17,146844.83
2118482,MADISON,FALSE,❌ Terminated,University of Wisconsin-Madison,WI,D,Standard Grant,348917,388639,346605.77,388639,346605.77,42033.22999999998
2417006,ITHACA,FALSE,❌ Terminated,Cornell University,NY,D,Standard Grant,400000,400000,59263.98,400000,59263.98,340736.02
2411774,BELLINGHAM,FALSE,❌ Terminated,Western Washington University,WA,D,Continuing Grant,554973,NA,NA,554973,554973,0
2041294,ROCKVILLE CENTRE,FALSE,❌ Terminated,MOLLOY UNIVERSITY,NY,D,Standard Grant,58364,58364,27745.47,58364,27745.47,30618.53
2426971,NEW YORK,FALSE,❌ Terminated,New York University,NY,D,Standard Grant,240978,NA,NA,240978,240978,0
2119630,SALT LAKE CITY,FALSE,❌ Terminated,University of Utah,UT,R,Standard Grant,266888,266888,227650.38,266888,227650.38,39237.619999999995
2126635,SAINT PAUL,FALSE,❌ Terminated,St. Catherine University,MN,D,Standard Grant,289083,289083,277814.12,289083,277814.12,11268.880000000005
2330910,WALTHAM,TRUE,❌ Terminated,Education Development Center,MA,D,Standard Grant,99873,NA,NA,99873,99873,0
2317714,LOS ANGELES,TRUE,❌ Terminated,Occidental College,CA,D,Standard Grant,250200,250200,76886.52,250200,76886.52,173313.47999999998
2348374,RICHARDSON,FALSE,❌ Terminated,University of Texas at Dallas,TX,R,Standard Grant,468821,468821,100334.07,468821,100334.07,368486.93
2411936,TEMPE,FALSE,❌ Terminated,Arizona State University,AZ,D,Continuing Grant,692778,NA,NA,692778,692778,0
2209192,,FALSE,❌ Terminated,University of Colorado Boulder,CO,D,Fellowship Award,207000,207000,207000,207000,207000,0
2319810,ATLANTA,FALSE,❌ Terminated,Georgia Tech Research Corporation,GA,R,Continuing Grant,2033398,NA,NA,2033398,2033398,0
2148889,COLLEGE STATION,TRUE,❌ Terminated,Texas A&M University,TX,R,Standard Grant,399943,399943,308337.26,399943,308337.26,91605.73999999999
2346166,Boulder,FALSE,❌ Terminated,University of Colorado at Boulder,CO,D,Continuing Grant,1500000,769303,380254.45,1500000,380254.45,1119745.55
2333740,CHARLOTTESVILLE,TRUE,❌ Terminated,University of Virginia Main Campus,VA,R,Cooperative Agreement,1500000,1500000,566498.25,1500000,566498.25,933501.75
2101217,ROCHESTER,FALSE,❌ Terminated,University of Rochester,NY,D,Continuing Grant,1492218,NA,NA,1492218,1492218,0
2403844,NORTHFIELD,FALSE,❌ Terminated,Carleton College,MN,D,Standard Grant,1265746,1265746,140772.4,1265746,140772.4,1124973.6
2200437,ROCKVILLE,TRUE,❌ Terminated,Child Trends Inc,MD,D,Continuing Grant,1149723,1749723,1552956.94,1749723,1552956.94,196766.06000000006
2201797,CHAPEL HILL,TRUE,🔄 Possibly Reinstated,University of North Carolina at Chapel Hill,NC,D,Continuing Grant,68319,NA,NA,68319,64201.14246575342,4117.857534246577
2331066,COLUMBUS,TRUE,❌ Terminated,"OHIO STATE UNIVERSITY, THE",OH,R,Standard Grant,662350,296209,241620.89,662350,241620.89,420729.11
2150262,Boulder,TRUE,❌ Terminated,University of Colorado at Boulder,CO,D,Continuing Grant,524512,524512,257611.11,524512,257611.11,266900.89
